prompt,response,originality,elaboration,dissimilarity,elaboration_SW,flexibility,flexibility_augmented
brick,movie prop,4.7,2,0.3226812481880188,2,1,0.9235055724417427
brick,platform shoe,3.7,2,0.3465394377708435,2,1,0.7612293144208038
brick,pave a walkway,1.8,3,0.28297537565231323,2,0,0.0
brick,use it to smash Oreos into a powder to put on top of a nice dessert,2.6,16,0.37096601724624634,8,3,2.3255656872678148
brick,using as weights for punishments (holding a bag on shoulders),3.0,12,0.3429170846939087,8,0,0.0
brick,throwing it at a car window,1.3,6,0.32478976249694824,3,3,2.501857480580885
brick,a stopper or barrier for a car with weak brakes,1.7,10,0.36523503065109253,5,2,1.7708544410672071
brick,use it to elevate things,1.4,5,0.31625670194625854,3,2,1.512158054711246
brick,trim around flowers,1.0,3,0.31900590658187866,3,0,0.0
brick,to prevent osmething with wheels from rolling down a hill,2.0,10,0.34622400999069214,5,1,0.9235055724417427
brick,table leg balancer,2.8,3,0.3787831664085388,3,1,0.8134076325565687
brick,to balance something unleveled,1.5,4,0.32249385118484497,3,1,0.8473488686254644
brick,use to flatten meat,3.8,4,0.2983871102333069,3,1,0.7612293144208038
brick,to cook,1.8,2,0.3038313388824463,1,0,0.0
brick,drill holes in it and use it as a pencil holder,1.7,11,0.30168312788009644,5,3,2.435663627152989
brick,use it to smash bugs,3.0,5,0.2929611802101135,3,2,1.512158054711246
brick,break them and make a mosaic,2.0,6,0.2796575427055359,3,2,1.5746369469773724
brick,climb,3.0,1,0.3968794345855713,1,0,0.0
brick,fill a bath tub,2.0,4,0.2885592579841614,3,0,0.0
brick,pen,1.4,1,0.3846132755279541,1,0,0.0
brick,dumbb,1.0,1,0.3727385997772217,1,0,0.0
brick,cut a into pieces and make a mosaic,3.4,8,0.31701916456222534,4,1,0.7612293144208038
brick,break something with,1.0,3,0.29097044467926025,2,2,1.660756501182033
brick,add height to a bed,1.4,5,0.2826040983200073,3,1,0.9035798716649781
brick,scraping mud from a shoe,2.3,5,0.28046637773513794,3,1,0.7612293144208038
brick,build a walkway or driveway,1.0,5,0.3029470443725586,3,1,0.7509287402904424
brick,anchor on a boat,1.5,4,0.27838677167892456,2,0,0.0
brick,model,2.0,1,0.3996978998184204,1,0,0.0
brick,balancing,1.7,1,0.3900885581970215,1,0,0.0
brick,use to build walls,1.0,4,0.2583317756652832,3,2,1.512158054711246
brick,you could draw on it,1.7,5,0.3043649196624756,2,2,1.512158054711246
brick,brick powder can use for teethcleaning,4.8,6,0.3336549401283264,4,1,1.5224586288416075
brick,press the water out of something,3.7,6,0.3091053366661072,3,2,1.598277608915907
brick,for a pencil holder,2.0,4,0.2757444977760315,2,1,0.9235055724417427
brick,seat,1.6,1,0.4096336364746094,1,0,0.0
brick,"you ""could"" write with them because they leave red marks when scratched across a surface",2.6,17,0.38051527738571167,10,0,0.0
brick,to block a hole or something,1.0,6,0.29228925704956055,3,3,2.411685241472475
brick,write on,1.7,2,0.32625389099121094,1,0,0.0
brick,use like a dumbell,1.5,4,0.27620601654052734,3,1,1.5224586288416075
brick,use a for self defense,1.0,5,0.30009955167770386,3,1,0.7612293144208038
brick,door prop,1.0,2,0.33161497116088867,2,1,1.8470111448834854
brick,garden step stones,1.0,3,0.29836922883987427,3,1,0.7509287402904424
brick,swimming pool,1.4,2,0.37492966651916504,2,0,0.0
brick,building a BBQ stand,1.4,4,0.32876813411712646,3,1,1.6268152651131373
brick,decorative coaster,1.5,2,0.35738593339920044,2,0,0.0
brick,landscaping,1.8,1,0.379638135433197,1,0,0.0
brick,use it to grind herbs,2.7,5,0.30125266313552856,3,2,1.512158054711246
brick,to hold open a door,1.7,5,0.28472012281417847,3,2,2.660418777440054
brick,using them as legos,3.5,4,0.3123491406440735,2,0,0.0
brick,A weight in your bookbag so there is more weight and its almost a workout,1.8,15,0.36476510763168335,5,1,0.8473488686254644
brick,stand on to reach something,1.0,5,0.306495726108551,3,2,1.660756501182033
brick,boost a dorm room bed,2.0,5,0.3040868639945984,4,1,0.9035798716649781
brick,break something,1.2,2,0.3000991940498352,2,2,1.660756501182033
brick,storage buildings,1.0,2,0.3400511145591736,2,0,0.0
brick,To hold things in place,1.0,5,0.3110220432281494,3,2,1.660756501182033
brick,footrest,1.8,1,0.32533740997314453,1,0,0.0
brick,chair (if brick is large enough),1.5,8,0.3087959885597229,6,2,1.6648091860857819
brick,ship anchor,1.4,2,0.3208538889884949,2,0,0.0
brick,killing a spider,2.0,3,0.30196648836135864,2,0,0.0
brick,use it as a nut cracker (i.e smashing open a walnut),2.0,13,0.3361769914627075,9,3,2.435663627152989
brick,build houses,1.0,2,0.2988804578781128,2,1,0.7509287402904424
brick,a pet,2.6,2,0.29946064949035645,1,0,0.0
brick,Outdoor decorations.,1.4,3,0.327627956867218,3,0,0.0
brick,decorating a room,1.7,3,0.27754098176956177,2,0,0.0
brick,stuffed animal,2.3,2,0.32957911491394043,2,0,0.0
brick,play football,2.0,2,0.3598591685295105,2,1,0.7612293144208038
brick,beat on someone's door,2.0,5,0.32956117391586304,4,1,0.9235055724417427
brick,bug killed. Use to smoosh bugs,1.8,7,0.345794141292572,6,2,1.6648091860857819
brick,boundary,1.4,1,0.37773358821868896,1,0,0.0
brick,creating,1.7,1,0.38191062211990356,1,0,0.0
brick,measurement of length,2.2,3,0.3261692523956299,2,0,0.0
brick,cheese grater,4.5,2,0.33265531063079834,2,0,0.0
brick,used to lift something off ground,1.2,6,0.29485005140304565,4,2,2.4559270516717326
brick,to level an uneven table by placing it under a shorter leg,1.4,12,0.3434704542160034,6,2,1.564336372847011
brick,weigh down corpse,3.7,3,0.29247134923934937,2,0,0.0
brick,play jenga with (block game),3.5,7,0.3329579830169678,6,1,0.7612293144208038
brick,weight for working out,2.6,4,0.28278231620788574,2,1,0.8473488686254644
brick,"use for anger mangement, either smash the brick or someone's face with the brick",2.0,16,0.34409165382385254,11,1,1.5224586288416075
brick,place under a plant so water can pass through it,2.0,10,0.32887500524520874,4,2,2.3492063492063493
brick,recreational use,1.4,2,0.40364277362823486,2,1,0.7612293144208038
brick,eye hole for door,2.7,4,0.3093527555465698,3,2,1.7369132049983114
brick,porches,1.0,1,0.35478121042251587,1,0,0.0
brick,paint it for artwork,1.7,4,0.2748798131942749,2,2,1.512158054711246
brick,give it to someone for a gift,2.3,7,0.31952065229415894,3,1,1.5018574805808849
brick,to even the legs of a chair/ table,1.7,8,0.32438480854034424,4,1,0.8134076325565687
brick,Use it for self-defense,1.4,4,0.30633169412612915,2,2,1.512158054711246
brick,make a statue,1.7,3,0.2700275778770447,2,1,0.7612293144208038
brick,paint it and make a portrait,1.4,6,0.3018534183502197,3,2,2.27338736913205
brick,to break your boyfriend/girlfriends window,1.0,5,0.3230389356613159,3,2,1.7169875042215468
brick,use around a fireplace,1.7,4,0.2744768261909485,3,1,0.7612293144208038
brick,use it to add extra weight,1.0,6,0.3008042573928833,4,3,2.3595069233367107
brick,use as a scratching device,1.8,5,0.2946218252182007,3,1,0.7612293144208038
brick,outlining plants or trees,1.3,4,0.30501240491867065,3,0,0.0
brick,build bike ramps wit under the ramp,1.8,7,0.31467264890670776,5,1,0.7509287402904424
brick,paint and craft it for decoration,1.4,6,0.294738233089447,3,2,1.512158054711246
brick,statue,1.8,1,0.3777536153793335,1,0,0.0
brick,level,2.0,1,0.40642642974853516,1,0,0.0
brick,doors,1.0,1,0.37307071685791016,1,0,0.0
brick,use it to break things---like a window,1.3,9,0.330998957157135,6,4,3.229145558932793
brick,put on top of a box,2.0,6,0.2765045166015625,3,1,0.8134076325565687
brick,use it to stand on,1.7,5,0.2534993886947632,2,3,2.3255656872678148
brick,storage,2.0,1,0.389660120010376,1,0,0.0
brick,firepit,1.0,1,0.3135656714439392,1,0,0.0
brick,weight to hold something down,1.0,5,0.2801976203918457,3,2,2.5081053698074975
brick,to defend oneself in a fight,3.0,6,0.32123053073883057,3,0,0.0
brick,leveler (put under table),1.7,6,0.34404778480529785,5,0,0.0
brick,bed frame,1.9,2,0.3221527934074402,2,1,0.9035798716649781
brick,pot a plant in it,1.7,5,0.2972739338874817,2,1,0.7509287402904424
brick,standing on it to reach something,1.7,6,0.2936791777610779,3,2,1.598277608915907
brick,use it to even out a wobbly table,1.8,8,0.29651063680648804,4,3,2.3255656872678148
brick,to make a fence,2.0,4,0.2528710961341858,2,1,0.7612293144208038
brick,A hat,1.8,2,0.3095092177391052,1,0,0.0
brick,to hit someone,2.3,3,0.2924843430519104,2,1,0.7509287402904424
brick,carry it as a good luck charm,1.8,7,0.3256503939628601,4,1,0.7509287402904424
brick,friend,3.0,1,0.3897660970687866,1,0,0.0
brick,pendulum,3.0,1,0.390943706035614,1,0,0.0
brick,put it in a wall next to a door that is locked...you open the face of the and it reveals a keypad in the...you put in the pass code and the door will open...it is a hidden security measure,3.4,45,0.40747153759002686,20,3,4.162276258020939
brick,confetti,3.5,1,0.3671668767929077,1,0,0.0
brick,something women can carry around as a rape weapon  instead of pepper spray,1.4,13,0.36159229278564453,9,2,1.598277608915907
brick,it can be used to level something that is not leveled right.,1.4,13,0.358975350856781,6,3,2.3595069233367107
brick,telescope,3.3,1,0.391404926776886,1,0,0.0
brick,sign it for someone as as gift,2.3,7,0.32719743251800537,3,1,1.5018574805808849
brick,put in someone's pocket to make them weigh more,1.0,10,0.3225255608558655,6,2,1.5746369469773724
brick,fix a broken chair leg,1.7,5,0.2987135648727417,4,1,0.9035798716649781
brick,hold something in place,1.2,4,0.2873627543449402,3,2,2.5081053698074975
brick,smash open nuts,3.5,3,0.3531620502471924,3,1,0.9235055724417427
brick,make stairs with bricks,1.2,4,0.2708548307418823,3,1,0.7612293144208038
brick,use as a paperweight,1.6,4,0.3103867173194885,2,1,0.7612293144208038
brick,wear out your forearms,2.0,4,0.29418468475341797,2,1,0.9035798716649781
brick,use it to build a road,1.0,6,0.27266746759414673,3,2,2.263086795001689
brick,put it under an object to make it higher,1.5,9,0.3191004991531372,4,3,3.1389733198243834
brick,you can use it in a riot,1.4,7,0.3032797574996948,2,2,1.512158054711246
brick,decoration for a house,1.4,4,0.31882554292678833,2,1,0.9035798716649781
brick,musical instrument---in building one or acting like an instrument,3.0,11,0.35825562477111816,9,3,2.4782168186423505
brick,"you could use it as an insult  as in ""you're as dumb as talking to a""",1.8,19,0.3851810097694397,8,2,2.27338736913205
brick,memorial,1.5,1,0.3984460234642029,1,0,0.0
brick,dress the up as a baby and carry it around for a day,2.6,13,0.36082029342651367,5,1,0.7509287402904424
brick,can be used to prop up ramps for skateboarding,1.8,9,0.3425270915031433,4,2,1.6847348868625465
brick,extension to help get things that are beyond normal reach,1.4,10,0.3479243516921997,7,1,0.8473488686254644
brick,mattress,1.7,1,0.3789803981781006,1,0,0.0
brick,building some sort of model,1.3,5,0.3059893846511841,3,1,0.8134076325565687
brick,stove,1.5,1,0.38054293394088745,1,0,0.0
brick,skating rink,1.3,2,0.36581188440322876,2,0,0.0
brick,see how long a person can balance on a half of,1.8,11,0.34782689809799194,5,1,0.9035798716649781
brick,tombstone,1.4,1,0.3977469205856323,1,0,0.0
brick,knock on someone's door,1.8,5,0.37207287549972534,4,1,0.9235055724417427
brick,to break into something,1.0,4,0.2879093885421753,2,2,1.660756501182033
brick,using as prop for physical comedy,3.0,6,0.31583499908447266,4,1,0.9235055724417427
brick,measure how deep a body of water is,3.0,8,0.35584723949432373,4,1,0.7509287402904424
brick,make floor,1.0,2,0.3092539310455322,2,1,0.7612293144208038
brick,crumble it up and use it like gravel for a walkway,1.7,11,0.32811325788497925,5,2,2.27338736913205
brick,break up the and create jewelry out of it,2.2,9,0.31432563066482544,3,2,1.564336372847011
brick,it can be used as a form to separate something such as a line of.,1.4,16,0.4262939691543579,6,3,2.3595069233367107
brick,writing item,2.2,2,0.32792800664901733,2,0,0.0
brick,hold valuables in the holes,1.7,5,0.3305622935295105,3,1,0.8134076325565687
brick,a seat,2.0,2,0.3214028477668762,1,0,0.0
brick,"use brick for outline in a garden like brick surrounds flowers, veggies, etc.",1.2,16,0.3344653248786926,13,2,3.0346166835528536
brick,put signs of,1.8,3,0.284395694732666,2,1,0.8134076325565687
brick,Emergency brake for your car,1.0,5,0.3394175171852112,3,1,0.8473488686254644
brick,put wheels on it and its a mini skate board,3.4,10,0.3013610243797302,5,2,1.564336372847011
brick,draw a face on it,1.7,5,0.28376835584640503,2,1,0.7509287402904424
brick,use as a home for ants,3.3,6,0.350192666053772,3,1,0.7612293144208038
brick,grow air plants,3.3,3,0.3279532790184021,3,0,0.0
brick,to make a stair for a small person (like fairy size),2.2,13,0.3284876346588135,9,2,1.5746369469773724
brick,fish tank decoration,3.3,3,0.2978619337081909,3,0,0.0
brick,You can use a to lift weights,1.4,7,0.33576053380966187,3,2,1.6085781830462682
brick,Marker of starting/ending point,1.8,4,0.3842731714248657,3,0,0.0
brick,turn the brick on its side and use the holes to hold flammable liquids,3.3,14,0.3510931730270386,8,2,2.335866261398176
brick,to draw a rectangle,1.8,4,0.30567997694015503,2,0,0.0
brick,stack them to lift something up higher,1.7,7,0.32434403896331787,4,1,2.5420466058763935
brick,heights lifts (tie shoes),2.2,6,0.34871697425842285,6,0,0.0
brick,making pathways,1.0,2,0.33607250452041626,2,0,0.0
brick,play jenga with them,3.5,4,0.2941364645957947,2,1,0.7612293144208038
brick,you could use it to stand on to see over something,1.8,11,0.3331494927406311,5,5,4.837723741979061
brick,Smash things,1.0,2,0.3146786689758301,2,0,0.0
brick,To block something,2.3,3,0.2722012400627136,2,2,1.598277608915907
brick,building playhouse in backyard,1.0,4,0.301163911819458,3,1,0.8134076325565687
brick,make something higher,1.5,3,0.2958662509918213,3,2,1.6085781830462682
brick,as a target at shooting range,1.8,6,0.3588103652000427,3,0,0.0
brick,you could paint it,2.8,4,0.2888363003730774,2,2,2.27338736913205
brick,trenches,1.5,1,0.4014931321144104,1,0,0.0
brick,cookie cutters,3.8,2,0.3024519681930542,2,0,0.0
brick,add weight - for racecar,2.0,5,0.3462924361228943,4,1,0.8473488686254644
brick,use edge to cut something,3.3,5,0.2675786018371582,4,2,1.6085781830462682
brick,hold something closed,2.3,3,0.30266648530960083,3,2,1.660756501182033
brick,building a table,1.0,3,0.26607179641723633,2,1,1.6268152651131373
brick,water weight,2.0,2,0.3430851697921753,2,2,1.598277608915907
brick,"make some art, it can be a statue of an animal, human, and assembly",2.0,17,0.37505221366882324,9,2,1.512158054711246
brick,to compare,2.3,2,0.3248686194419861,1,0,0.0
brick,pen holder,1.7,2,0.3331589102745056,2,1,0.9235055724417427
brick,throw at a wall for demolition,1.7,6,0.2783738374710083,3,2,1.598277608915907
brick,label for sidewalks like walk of fame,2.2,7,0.33578550815582275,5,1,0.7612293144208038
brick,use as chalk to write on sidewalk,2.7,7,0.29275333881378174,4,2,1.6648091860857819
brick,to smash someone's head in,2.0,6,0.31981539726257324,4,0,0.0
brick,grind up in half full water bottle for chemical reaction,3.0,10,0.3833528161048889,7,1,0.7509287402904424
brick,for pressure on top of something,1.3,6,0.2910972833633423,3,1,0.8473488686254644
brick,throw at a mean person,1.8,5,0.32304084300994873,3,1,0.8473488686254644
brick,a wall for building,1.2,4,0.2785458564758301,2,2,1.564336372847011
brick,use as step stool(may need more than one,2.5,10,0.3342316150665283,7,2,1.6648091860857819
brick,mortar/pestle,2.3,1,0.324759304523468,1,0,0.0
brick,hold light things down,1.3,4,0.27668869495391846,3,1,0.8134076325565687
brick,decoration in a yard or garden,1.3,6,0.35343843698501587,3,1,0.7509287402904424
brick,children's toy,1.4,3,0.34016042947769165,3,0,0.0
brick,strong wall,1.2,2,0.3017580509185791,2,1,0.7509287402904424
brick,commemoration purposes (graduation plaque),2.7,6,0.3382524847984314,6,0,0.0
brick,chop it in a karate gym,4.7,6,0.33836179971694946,3,1,0.7509287402904424
brick,build school,1.0,2,0.32674962282180786,2,1,0.7509287402904424
brick,breaking into someone's house,1.5,5,0.33238059282302856,4,1,0.9035798716649781
brick,rocks,1.0,1,0.3883710503578186,1,0,0.0
brick,prop open a window,1.4,4,0.28447604179382324,3,2,2.7505910165484635
brick,to make mud pies in the holes,3.2,7,0.31975436210632324,4,1,0.7612293144208038
brick,make the boarder of a bed out of,1.5,8,0.32508420944213867,3,2,1.6648091860857819
brick,see how long you can balance the on your arm,1.4,10,0.34013277292251587,4,1,0.9035798716649781
brick,use as weights to work out,1.7,6,0.29883378744125366,3,1,0.7612293144208038
brick,stand on it for the extra couple inches you need to reach something,1.0,13,0.3365088701248169,7,3,2.411685241472475
brick,hold lid down on something,1.3,5,0.2969514727592468,3,2,1.660756501182033
brick,a doghouse (to build),1.0,6,0.27910298109054565,4,0,0.0
brick,brick shower,1.0,2,0.31958484649658203,2,1,0.7612293144208038
brick,skeet shooting target (clay pigeon),3.0,7,0.3908616304397583,7,0,0.0
brick,a collage (on it),2.0,6,0.3187738060951233,3,0,0.0
brick,in the back part of your toilet help conserve water.,3.0,11,0.34073013067245483,7,0,0.0
brick,destroying cars,1.3,2,0.3065257668495178,2,0,0.0
brick,shelves,1.5,1,0.37986046075820923,1,0,0.0
brick,grind it up for dust,4.0,5,0.29892444610595703,2,1,0.7509287402904424
brick,Imaginary pet,1.4,2,0.3326631784439087,2,0,0.0
brick,hammer a nail into somehting,1.7,5,0.31048744916915894,3,0,0.0
brick,Leave on gas pedal  cruise control no longer broken...,2.2,10,0.3687945008277893,8,0,0.0
brick,decorate a house,1.5,3,0.2696436643600464,2,1,0.9035798716649781
brick,write on a sidewalk,2.0,4,0.29120934009552,2,1,0.9035798716649781
brick,crush up and use for creating a paint color,3.3,9,0.31645017862319946,5,1,1.5224586288416075
brick,footstool,1.9,1,0.36704254150390625,1,0,0.0
brick,coconut breaker,3.3,2,0.33797168731689453,2,0,0.0
brick,use as a decoration around a flower bed,1.3,8,0.3162476420402527,5,3,2.415737926376224
brick,make a-shaped Jell-O mold,3.0,4,0.34983348846435547,4,1,0.7612293144208038
brick,crush it up and paint/ draw with the dust,2.3,9,0.32852303981781006,4,1,0.7509287402904424
brick,break into house window,2.7,4,0.3080745339393616,3,2,2.620567375886525
brick,texture,2.0,1,0.39199507236480713,1,0,0.0
brick,book stand,1.8,2,0.31603777408599854,2,1,0.8134076325565687
brick,write on it,2.0,3,0.3030327558517456,1,1,0.7509287402904424
brick,R.I.P. stone,1.4,3,0.3953896760940552,3,0,0.0
brick,a stepping stool,1.4,3,0.2790347933769226,2,0,0.0
brick,build a castle,1.4,3,0.30301421880722046,2,1,0.7509287402904424
brick,If you want to play a really mean joke on someone  you could call it a football and ask if they want to play catch,2.2,25,0.397810161113739,13,2,3.024316109422492
brick,build a mailbox,2.7,3,0.29488641023635864,2,1,0.7509287402904424
brick,border around mailbox,1.0,3,0.3130377531051636,3,0,0.0
brick,can paint it for decoration in a home or garden,1.7,10,0.3338624835014343,4,2,2.263086795001689
brick,you can use it to build a house,1.0,8,0.3170626759529114,3,3,3.166666666666667
brick,dirt,1.7,1,0.37042558193206787,1,0,0.0
brick,break things with,1.0,3,0.3055022358894348,2,1,0.8134076325565687
brick,ruler,2.7,1,0.3941314220428467,1,0,0.0
brick,throw it through a window to get someone's attention,2.8,10,0.31688767671585083,6,3,3.3492063492063493
brick,using the edges to dig a hole,3.3,7,0.27917808294296265,4,1,0.8134076325565687
brick,toilet,2.7,1,0.3790786862373352,1,0,0.0
brick,small couch for dolls,2.3,4,0.2947801351547241,3,1,0.8134076325565687
brick,display piece,1.7,2,0.3131135106086731,2,0,0.0
brick,"""pet brick"" instead of rock",3.3,7,0.31151825189590454,6,0,0.0
brick,you can use it as a hot plate,2.6,8,0.3256656527519226,3,2,1.512158054711246
brick,weight lifting,1.6,2,0.3804667592048645,2,1,0.8473488686254644
brick,something to sit on,1.0,4,0.29791420698165894,2,1,0.8473488686254644
brick,put plants in the middle holes,2.0,6,0.30096346139907837,4,1,0.8134076325565687
brick,match lighter/ starter,2.3,3,0.351834774017334,3,0,0.0
brick,as a table settting for a dinner party,3.0,8,0.33800405263900757,4,1,0.8134076325565687
brick,ground to make pigment,2.7,4,0.3191297650337219,3,1,0.7612293144208038
brick,Crush and use dust to ward off evil spirits,3.4,9,0.34547603130340576,6,1,0.7612293144208038
brick,knock out a bug that's flying around,2.0,8,0.35649603605270386,5,1,0.9035798716649781
brick,A painting palette,1.8,3,0.29753971099853516,2,0,0.0
brick,cool them and make a fridge,2.3,6,0.3216034173965454,3,1,0.7612293144208038
brick,roads,1.1,1,0.39110642671585083,1,0,0.0
brick,spice,3.5,1,0.3972225785255432,1,0,0.0
brick,balloon wieght,1.3,2,0.415985643863678,2,0,0.0
brick,tie your pet to the to see if they can pull it around,1.8,13,0.3506913185119629,5,2,1.6545086119554204
brick,A preparing table,1.4,3,0.282190203666687,2,1,0.8134076325565687
brick,insulator,2.0,1,0.3556859493255615,1,0,0.0
brick,use it as a dumbbell,1.4,5,0.28753191232681274,2,2,1.512158054711246
brick,defense/safety mechanism (carry in purse),1.5,7,0.36019110679626465,6,0,0.0
brick,throw it at a window,2.5,5,0.286471426486969,2,3,2.501857480580885
brick,vandalize property,1.7,2,0.35849499702453613,2,0,0.0
brick,chairs,1.6,1,0.3736812472343445,1,0,0.0
brick,a book stand,1.7,3,0.2682152986526489,2,1,0.8134076325565687
brick,smash it,1.0,2,0.3381384611129761,1,1,0.7509287402904424
brick,substitute it for shotput in a track and field contest,1.3,10,0.36248642206192017,5,1,0.7509287402904424
brick,sanding block,2.2,2,0.2935402989387512,2,1,0.7509287402904424
brick,hitting someone with it - weapon,1.3,6,0.3211359977722168,4,1,2.2527862208713274
brick,a tool of murder,1.4,4,0.30096369981765747,2,1,0.9235055724417427
brick,make a school,1.0,3,0.29142582416534424,2,1,0.7612293144208038
brick,practice painting,1.7,2,0.3308049440383911,2,0,0.0
brick,to get stupid cat out of your yard,2.7,8,0.34686559438705444,4,1,0.8473488686254644
brick,peephole (when removed from other bricks),2.0,8,0.3297242522239685,5,0,0.0
brick,make a flower bed,2.5,4,0.2675127387046814,3,3,2.415737926376224
brick,throw it at someone,1.0,4,0.3079255223274231,2,2,2.3492063492063493
brick,hiding place,2.2,2,0.3209547996520996,2,1,0.8473488686254644
brick,build a pathway,1.0,3,0.2904120087623596,2,1,0.7509287402904424
brick,put a lot in your trunk to level out your car so u can drive easier in the snow,3.0,19,0.3816973567008972,9,2,1.660756501182033
brick,to make a chinmey,1.0,4,0.30622613430023193,2,1,0.7612293144208038
brick,floor,1.0,1,0.3731841444969177,1,0,0.0
brick,Canvas,1.8,1,0.3957693576812744,1,0,0.0
brick,used to balance an unstable desk,1.7,6,0.2966882586479187,4,1,0.7612293144208038
brick,to mount objects,2.0,3,0.2775624394416809,2,0,0.0
brick,aliens are allergic to bricks so throw it at them when they come,3.5,13,0.37416911125183105,5,2,1.598277608915907
brick,bed,1.8,1,0.36525970697402954,1,1,0.9035798716649781
brick,crumble it up and use it to pave roads,2.0,9,0.3314821124076843,4,2,1.512158054711246
brick,hold a spare house key,2.0,5,0.2957521080970764,4,2,1.7169875042215468
brick,nut cracker,3.5,2,0.3150164484977722,2,0,0.0
brick,bed elevators,1.4,2,0.3217191696166992,2,1,0.9035798716649781
brick,make a planter to plant thing in,1.7,7,0.31721967458724976,4,2,1.5746369469773724
brick,smell a,1.0,2,0.32305002212524414,1,0,0.0
brick,Hold little flowers (in the holes),3.4,8,0.31421881914138794,6,1,0.8134076325565687
brick,to keep a car from rolling,1.4,6,0.3103620409965515,3,2,2.69436001350895
brick,to write (use to corner),2.6,7,0.33141785860061646,5,0,0.0
brick,used to lift weights if you are a child,1.4,9,0.32490450143814087,4,2,1.6085781830462682
brick,can be used in the place of a shot-put ball,1.8,10,0.36205023527145386,4,2,1.6085781830462682
brick,use as weights,1.4,3,0.3034210801124573,2,1,0.7612293144208038
brick,as an anchor on a boat,1.8,6,0.3166748881340027,2,0,0.0
brick,build a fire pit,1.7,4,0.2775537967681885,3,1,0.7509287402904424
brick,platform for something,1.3,3,0.28781378269195557,2,1,0.8473488686254644
brick,Step on,1.3,2,0.3158837556838989,1,0,0.0
brick,plant flowers in the holes in the brick,2.0,8,0.346574068069458,4,1,0.7612293144208038
brick,organize,1.7,1,0.3858317732810974,1,0,0.0
brick,ballast weight,3.5,2,0.3546409010887146,2,1,0.8473488686254644
brick,paint it to look like a face,1.7,7,0.3199273943901062,4,2,2.27338736913205
brick,holding tarp down on the ground,1.3,6,0.30890512466430664,3,0,0.0
brick,use it to jack a car up,1.5,7,0.2903887629508972,3,3,2.3595069233367107
brick,coaster,2.2,1,0.3846885561943054,1,0,0.0
brick,to make chairs,3.3,3,0.26666927337646484,2,1,0.7612293144208038
brick,kill someone with it,1.5,4,0.29489970207214355,2,1,1.5018574805808849
brick,Trophy,2.2,1,0.4256342649459839,1,0,0.0
brick,As part of an artwork,1.4,5,0.3557471036911011,2,0,0.0
brick,as a wall,1.0,3,0.29916948080062866,1,1,0.7509287402904424
brick,paint tiny pictures on,2.2,4,0.2846106290817261,3,1,0.7612293144208038
brick,build walls around the border,1.0,5,0.32027649879455566,4,1,0.7509287402904424
brick,make letters,2.2,2,0.31120407581329346,2,1,0.7612293144208038
brick,for preschooler to build with,1.4,5,0.3053690195083618,2,1,0.7509287402904424
brick,scrape shoes,3.0,2,0.31652718782424927,2,0,0.0
brick,eat off of,2.3,3,0.30033963918685913,1,0,0.0
brick,put a bunch together to make a pot for a plant,2.0,11,0.35075390338897705,6,2,1.5746369469773724
brick,nail filer,2.6,2,0.2905735373497009,2,0,0.0
brick,to make a dollhouse out of it,1.3,7,0.34523677825927734,2,2,1.512158054711246
brick,seals tires from moving while changing a flat tire,1.7,9,0.38064712285995483,6,1,0.9035798716649781
brick,to write with,2.0,3,0.3090396523475647,1,0,0.0
brick,Use it as a home for ants,2.6,7,0.3510926365852356,3,2,1.512158054711246
brick,use for a outside plant stand,1.5,6,0.3046475052833557,4,3,2.4981425194191154
brick,stabilize something,1.3,2,0.29925304651260376,2,1,0.8473488686254644
brick,using a as a writing surface,1.8,6,0.3346620798110962,3,0,0.0
brick,put wheels on it and build a car,2.3,8,0.29525142908096313,4,3,3.1626139817629175
brick,carpet,1.8,1,0.37080901861190796,1,0,0.0
brick,something to stand on,1.7,4,0.2826434373855591,2,2,1.660756501182033
brick,strap to your feet to use as shoes or a strengthening exercise,2.3,12,0.35840338468551636,6,2,1.512158054711246
brick,venting frustration,2.0,2,0.32045644521713257,2,0,0.0
brick,"make a present feel heavier than it is, so the one receiving the present has no idea what they are getting",1.7,22,0.41149210929870605,10,3,2.415737926376224
brick,use in chemistry to show bonds between atoms,3.0,8,0.39720314741134644,5,1,0.7612293144208038
brick,Murder weapon,1.0,2,0.3490849733352661,2,1,0.7509287402904424
brick,for lifting weights,1.0,3,0.3103500008583069,2,0,0.0
brick,color on it (use as a piece of art),2.0,11,0.334919273853302,6,1,0.7509287402904424
brick,a measuring tool,2.8,3,0.28616654872894287,2,1,0.9235055724417427
brick,plant starter,3.0,2,0.3164447546005249,2,0,0.0
brick,flatten out wrinkled dollar bills,2.0,5,0.3108829855918884,4,0,0.0
brick,build a shed,1.5,3,0.269112765789032,2,1,0.7509287402904424
brick,open cans with a brick,2.3,5,0.2897253632545471,3,2,1.6847348868625465
brick,heat absorber,2.2,2,0.3437268137931824,2,0,0.0
brick,As part of the support structure of a building,1.0,9,0.3941105604171753,4,1,0.8134076325565687
brick,making wall,1.0,2,0.294272243976593,2,1,0.7509287402904424
brick,build a mansion,1.0,3,0.2842872142791748,2,1,0.7509287402904424
brick,break it into a little pieces,1.3,6,0.3209822177886963,3,2,1.564336372847011
brick,make a game with it,2.7,5,0.2800055146217346,2,2,1.512158054711246
brick,build a,1.0,2,0.3177821636199951,1,1,0.7509287402904424
